0,1,2,3,4
0.7363502504804401,0.14299882758673832,0.4258868960330867,0.6041668096346989,0.5507797018595996
0.6758042357536668,0.35291829920323314,0.9003494301787528,0.9884123935403208,0.07977867688250562
0.7021464349474569,0.5899746408970897,0.06648659887021635,0.6142601917295765,0.72443348474138
0.6553863233425333,0.43735849499955615,0.46496985933927204,0.634624937543761,0.552565602849661
0.9964038223967836,0.06377115424673852,0.47224104708831594,0.40553305663794503,0.9005740318599554
0.6175026445290003,0.5305863464263819,0.5885205871990065,0.48399202154592047,0.3127456156501084
0.07373814663212597,0.002397959969557384,0.6435023713069159,0.5236335760486986,0.8106955074895561
0.1198378176595346,0.24057398211119074,0.8552720211451229,0.5943606566621481,0.20476660421703208
0.41071221556859616,0.14524233055902736,0.04116886161610167,0.8282951907736049,0.4151381091126758
0.3125444604929286,0.821532241328571,0.13640375163608165,0.8889524285181549,0.6476407400769632
0.7615846044679755,0.5294540088198817,0.05656111326203994,0.9343836948835045,0.0004198759529178142
0.10579752629684658,0.12723082273893793,0.8834148790451698,0.46604086692073154,0.6484910410580814
0.7462611470541557,0.19124633236477828,0.7723889900829987,0.5931594992223301,0.33700399162693484
0.2564041030031755,0.7237589252870662,0.3138253417929323,0.20352349086993393,0.909166995637973
0.4385222117920379,0.8814614240902113,0.449531906424407,0.2900724406016518,0.831434920717352
0.23904463003372645,0.34002827949511405,0.052012137153816695,0.834430976032989,0.08819446087384897
0.3451918513217608,0.9774563201705783,0.533885908152385,0.7731296561028156,0.5950842719177287
0.16637559388259027,0.6301486793949028,0.8156659546844626,0.8242697381139283,0.5225091067232472
0.077201984987874,0.4444590003693004,0.5545168012552006,0.37266516308425246,0.0028380517588584286
0.44077389707798065,0.6462878086013409,0.43074957808142333,0.232189923661426,0.10962742730001385
0.31051353728978326,0.931533945325298,0.7250840193196324,0.9515031910267333,0.5375598878557035
0.24918371281083074,0.12334952637361019,0.8019343623713364,0.09137421350202912,0.556072229700669
0.3116214823555865,0.7395755561052687,0.3647133472634235,0.7363920296602436,0.5445946377712696
0.6046803810877813,0.8356152477848938,0.8592206615730104,0.22270898048896148,0.8959728156905385
0.5070731988601084,0.3014362470994234,0.44368840065474435,0.8212109518436931,0.6327836296061247
0.05868704638809763,0.08817265433863519,0.19476589954837376,0.7774005481674784,0.4045475475050674
0.01976048051750423,0.9961074616943729,0.1628336401579067,0.6386204890768246,0.013465204848235435
0.08037063387941079,0.1840796592512376,0.06472754518658319,0.328085422066245,0.33301559730466324
0.2818391336307947,0.5572817396823281,0.8436977913496396,0.9371188634075956,0.357656181861414
0.8526216296472859,0.47377495406092185,0.6190537353239665,0.8054990175380348,0.7789802222363809
0.15038761616780183,0.8677922965165817,0.20442237300425192,0.4991349694487687,0.03307738650598957
0.7475355599814222,0.6688093420368812,0.4003593609418713,0.20603866260973724,0.2809655148095923
0.3732453283922569,0.6142821332391972,0.448293262549629,0.6626890717946959,0.05083124134455974
0.16731750187238303,0.6693136458309012,0.3084065464542962,0.9445410017213475,0.5231488887804187
0.15025806210399872,0.05899112290000508,0.8806612770806677,0.7758831036232892,0.793543149764495
0.847956375004409,0.11684561735841181,0.5356203814614638,0.06518862587418683,0.05606549016061657
0.5248218866475931,0.5374029748210043,0.5271975375751471,0.2809556504110027,0.6913158629023664
0.11030596275449456,0.015111505150220084,0.8784862839028676,0.5126049793837719,0.9344207946299391
0.003997821277736846,0.05201357395390627,0.7864585313880229,0.043321020073594285,0.651080799310616
0.5940756678434664,0.6374142850659976,0.9400607641478661,0.9544222439337134,0.4130021922862477
0.11081740704857901,0.6639439058829885,0.2710396156618847,0.4597426747740869,0.8839550512973917
0.4737214653385249,0.592219752249156,0.4327607561355371,0.2182795972526147,0.4643696889692125
